features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,above_3,above_4,count_5",Categorical,0.6175384615384615,0.07837823632229857,0.6523018812207241,0.08335272782033862,0.07,0.07566396662576191,0.0
"X1,above_3,above_5,count_3",Categorical,0.5962153846153846,0.07848187368457395,0.6301542761969625,0.07934893339911339,0.05,0.04412927825239754,0.0
"X1,above_3,above_5,count_5",Categorical,0.597276923076923,0.07608088346228879,0.6283919409608837,0.07673206869765938,0.04,0.04053599850115064,0.0
"X1,above_3,count_3,count_5",Categorical,0.5962153846153846,0.07848187368457395,0.6301542761969625,0.07934893339911339,0.05,0.04412927825239754,0.0
"X1,above_4,above_5,count_3",Categorical,0.6355076923076922,0.0819371038912338,0.6638370292470235,0.08791245100464798,0.11,0.12440804315429443,0.0
"X1,above_4,above_5,count_5",Categorical,0.616276923076923,0.08251582025112504,0.641834116846129,0.07890054213911607,0.07,0.08407119734924795,0.0
"X1,above_4,count_3,count_5",Categorical,0.6355076923076922,0.0819371038912338,0.6638370292470235,0.08791245100464798,0.11,0.12440804315429443,0.0
"X1,above_5,count_3,count_5",Categorical,0.6163692307692308,0.0859856930441572,0.6404953564640863,0.0861527071880431,0.07,0.09316604169200549,0.0
"X3,X5,above_3,above_4",Categorical,0.5844923076923078,0.0853963068918629,0.6504438968013531,0.08396860848702464,0.03,0.04419887354193952,0.0
"X3,X5,above_3,above_5",Categorical,0.5521538461538462,0.0789059810543779,0.5887597263442431,0.08697838757553619,0.0,0.012101244538732625,0.0
"X3,X5,above_3,count_3",Categorical,0.5451538461538462,0.08908672059842729,0.6121207817525786,0.09211098536060355,0.01,0.018997840844752867,0.0
"X3,X5,above_3,count_5",Categorical,0.5521538461538462,0.0789059810543779,0.5887597263442431,0.08697838757553619,0.0,0.012101244538732625,0.0
"X3,X5,above_4,above_5",Categorical,0.5931076923076923,0.08808588600683692,0.6437034762250771,0.08458510800647175,0.05,0.06008294653413815,0.0
"X3,X5,above_4,count_3",Categorical,0.5691846153846154,0.07878288793864226,0.6361675650086634,0.08110896548074246,0.02,0.020613108963762894,0.0
"X3,X5,above_4,count_5",Categorical,0.5931076923076923,0.08808588600683692,0.6437034762250771,0.08458510800647175,0.05,0.06008294653413815,0.0
"X3,X5,above_5,count_3",Categorical,0.5455230769230769,0.08075211393719327,0.5813039703313749,0.0998589670043027,0.0,0.0111715469950594,0.0
"X3,X5,above_5,count_5",Categorical,0.5609076923076923,0.0822379560794062,0.5703695481350909,0.10655273739391197,0.02,0.019884771546219815,0.0
"X3,X5,count_3,count_5",Categorical,0.5455230769230769,0.08075211393719327,0.5813039703313749,0.0998589670043027,0.0,0.0111715469950594,0.0
"X3,above_3,above_4,above_5",Categorical,0.5599692307692308,0.08584918108806354,0.6194857862274601,0.08594678079181631,0.03,0.023819459510045715,0.0
"X3,above_3,above_4,count_3",Categorical,0.5520615384615386,0.08284003834295783,0.6231524723645434,0.09367333876546184,0.0,0.015857808345318913,0.0
"X3,above_3,above_4,count_5",Categorical,0.5599692307692308,0.08584918108806354,0.6194857862274601,0.08594678079181631,0.03,0.023819459510045715,0.0
"X3,above_3,above_5,count_3",Categorical,0.5412307692307693,0.07586471921322702,0.590487449798189,0.08442016722924799,0.0,0.00641894808362653,0.0
"X3,above_3,above_5,count_5",Categorical,0.5157999999999999,0.0763510593269997,0.5466626540882261,0.08981912924947187,0.0,0.0025122248216497,0.0
